latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-28.47876,31.79736,306.09,1.64,1.26,2022-08-16,0729,T,63,6.1NRT,291.75,11.1,D
-28.47655,31.79183,302.93,1.64,1.26,2022-08-16,0729,T,54,6.1NRT,291.89,8.2,D
-28.44931,31.10525,301.78,1.82,1.32,2022-08-16,0729,T,43,6.1NRT,291.25,8.6,D
-29.48377,30.24463,318.91,1.97,1.37,2022-08-16,0729,T,79,6.1NRT,289.55,43.72,D
-29.4857,30.23818,309.29,1.97,1.37,2022-08-16,0729,T,65,6.1NRT,289.31,24.69,D
-29.48961,30.25768,308.63,1.96,1.37,2022-08-16,0729,T,67,6.1NRT,288.94,22.99,D
-29.59488,29.92993,310.04,2.06,1.4,2022-08-16,0729,T,69,6.1NRT,293.97,21.32,D
-29.59899,29.95081,304.48,2.05,1.39,2022-08-16,0729,T,56,6.1NRT,292.26,11.36,D
-29.75988,30.78188,303.82,1.79,1.31,2022-08-16,0729,T,57,6.1NRT,289.1,13.39,D
-29.75377,30.77744,301.07,1.79,1.31,2022-08-16,0729,T,40,6.1NRT,289.29,9.25,D
-29.59528,29.92421,305.6,2.06,1.4,2022-08-16,0729,T,47,6.1NRT,294.14,12.86,D
-29.59945,29.94466,309.53,2.05,1.39,2022-08-16,0729,T,69,6.1NRT,293.04,21.03,D
-30.19546,28.38203,303.61,2.53,1.53,2022-08-16,0729,T,52,6.1NRT,288.36,23.55,D
-30.18765,28.37975,303.37,2.53,1.53,2022-08-16,0729,T,34,6.1NRT,287.1,21,D
-30.19246,28.40191,303.48,2.52,1.53,2022-08-16,0729,T,39,6.1NRT,289.03,19.68,D
-30.5835,28.97406,301.93,2.26,1.46,2022-08-16,0729,T,50,6.1NRT,280.22,21.92,D
-9.09395,34.28142,316.71,2.62,1.55,2022-08-16,0724,T,62,6.1NRT,301.58,30.92,D
-9.76199,38.1622,314.27,1.31,1.14,2022-08-16,0724,T,37,6.1NRT,299.05,8.85,D
-9.84524,38.69894,321.48,1.22,1.1,2022-08-16,0724,T,72,6.1NRT,304.18,10.24,D
-9.85509,38.69743,328.1,1.22,1.1,2022-08-16,0724,T,81,6.1NRT,303.64,19.74,D
-9.85677,38.70839,320.73,1.22,1.1,2022-08-16,0724,T,70,6.1NRT,304.86,9.33,D
-9.98556,38.81651,322.08,1.2,1.09,2022-08-16,0724,T,75,6.1NRT,299.74,14.87,D
-8.82155,30.94311,307.11,4.79,2,2022-08-16,0724,T,30,6.1NRT,295.32,31.49,D
-10.25262,39.61677,324.56,1.09,1.04,2022-08-16,0724,T,77,6.1NRT,299.61,15.95,D
-10.25413,39.62669,321.02,1.09,1.04,2022-08-16,0724,T,73,6.1NRT,301.5,12.19,D
-10.33647,39.68816,330.92,1.08,1.04,2022-08-16,0724,T,83,6.1NRT,301.91,23.33,D
-10.33796,39.69794,316.12,1.08,1.04,2022-08-16,0724,T,53,6.1NRT,299.48,5.34,D
-10.4181,38.89383,319.38,1.17,1.08,2022-08-16,0724,T,68,6.1NRT,304.05,7.02,D
-11.21633,41.13434,345.05,1,1,2022-08-16,0724,T,93,6.1NRT,294.57,50.31,D
-11.05219,39.23401,324.64,1.11,1.05,2022-08-16,0724,T,75,6.1NRT,303.84,12.94,D
-11.08082,38.35008,318,1.23,1.1,2022-08-16,0724,T,66,6.1NRT,300.76,8.97,D
-10.99487,37.28719,314.99,1.44,1.19,2022-08-16,0724,T,63,6.1NRT,297.04,10.94,D
-10.93336,36.54722,313.79,1.62,1.25,2022-08-16,0724,T,63,6.1NRT,294.07,17.99,D
-10.9321,36.54079,311.41,1.62,1.25,2022-08-16,0724,T,56,6.1NRT,293.8,15.32,D
-11.36296,38.98376,317.25,1.13,1.06,2022-08-16,0724,T,59,6.1NRT,301.4,6.9,D
-11.36453,38.99401,316.49,1.13,1.06,2022-08-16,0724,T,53,6.1NRT,300.75,6.03,D
-11.37247,38.98228,326.62,1.13,1.06,2022-08-16,0724,T,78,6.1NRT,300.5,18.63,D
-10.78372,35.11506,317.05,2.09,1.41,2022-08-16,0724,T,72,6.1NRT,293.79,27.02,D
-10.78677,35.1338,308.88,2.09,1.41,2022-08-16,0724,T,41,6.1NRT,290.92,7.84,D
-10.78414,35.10878,313.28,2.09,1.41,2022-08-16,0724,T,54,6.1NRT,294.56,17.96,D
-10.78733,35.12751,314.79,2.09,1.41,2022-08-16,0724,T,68,6.1NRT,290.93,20.92,D
-11.48933,39.2697,316.63,1.1,1.04,2022-08-16,0724,T,62,6.1NRT,300.46,7.29,D
-11.40617,38.20439,323.02,1.24,1.11,2022-08-16,0724,T,67,6.1NRT,300.43,14.27,D
-10.69666,33.8198,339.22,2.65,1.56,2022-08-16,0724,T,90,6.1NRT,294.6,161.72,D
-10.7006,33.84278,325.08,2.64,1.56,2022-08-16,0724,T,81,6.1NRT,294.84,81.78,D
-11.41609,38.20284,336.84,1.24,1.11,2022-08-16,0724,T,87,6.1NRT,301.16,38.28,D
-11.76467,39.55672,320.72,1.07,1.03,2022-08-16,0724,T,70,6.1NRT,303.34,8.68,D
-11.76002,39.48134,320.99,1.07,1.03,2022-08-16,0724,T,41,6.1NRT,303.54,9.57,D
-11.70805,39.02063,325.8,1.12,1.05,2022-08-16,0724,T,77,6.1NRT,302.99,16.04,D
-11.47752,37.42604,319.62,1.38,1.16,2022-08-16,0724,T,71,6.1NRT,300.19,14.83,D
-11.92146,39.68761,317.79,1.05,1.02,2022-08-16,0724,T,60,6.1NRT,301.1,7.19,D
-11.89391,39.19209,359.97,1.1,1.04,2022-08-16,0724,T,99,6.1NRT,305.45,86.22,D
-11.89542,39.20205,331.01,1.1,1.04,2022-08-16,0724,T,82,6.1NRT,303.54,22.28,D
-11.89855,39.18487,323.25,1.1,1.04,2022-08-16,0724,T,72,6.1NRT,303.68,11.59,D
-11.90009,39.19483,353.06,1.1,1.04,2022-08-16,0724,T,96,6.1NRT,305.75,66.86,D
-11.73847,38.10341,317,1.24,1.11,2022-08-16,0724,T,57,6.1NRT,300.97,7.38,D
-11.6735,37.43275,315.68,1.37,1.16,2022-08-16,0724,T,0,6.1NRT,297.73,9.98,D
-11.68391,37.43111,317.26,1.37,1.16,2022-08-16,0724,T,52,6.1NRT,296.41,12.89,D
-11.8897,37.83105,314.74,1.29,1.13,2022-08-16,0724,T,37,6.1NRT,299.42,7.39,D
-12.19155,39.64667,340.33,1.05,1.02,2022-08-16,0724,T,89,6.1NRT,303.22,35.71,D
-12.193,39.65623,319.94,1.05,1.02,2022-08-16,0724,T,50,6.1NRT,303.17,6.89,D
-12.29157,39.94537,318.9,1.03,1.01,2022-08-16,0724,T,62,6.1NRT,302.36,8.39,D
-12.293,39.95478,316.08,1.03,1.01,2022-08-16,0724,T,37,6.1NRT,302.54,6.12,D
-12.12292,38.72461,326.87,1.14,1.07,2022-08-16,0724,T,78,6.1NRT,299.89,18.69,D
-12.12454,38.735,322.79,1.14,1.06,2022-08-16,0724,T,68,6.1NRT,300.63,12.83,D
-12.37461,40.3133,339.51,1.01,1.01,2022-08-16,0724,T,88,6.1NRT,302.71,34.36,D
-11.7004,35.66492,315.59,1.83,1.32,2022-08-16,0724,T,69,6.1NRT,293.19,23.54,D
-11.69386,35.65905,312.51,1.83,1.32,2022-08-16,0724,T,49,6.1NRT,294.42,16.42,D
-12.41394,39.77555,316.29,1.04,1.02,2022-08-16,0724,T,50,6.1NRT,301.15,5.66,D
-12.41537,39.78501,317.12,1.04,1.02,2022-08-16,0724,T,56,6.1NRT,301.26,6.19,D
-12.44701,39.8092,320.35,1.04,1.02,2022-08-16,0724,T,66,6.1NRT,300.87,8.64,D
-12.44842,39.81864,345.68,1.04,1.02,2022-08-16,0724,T,92,6.1NRT,301.83,46.05,D
-12.45694,39.82088,317.29,1.03,1.02,2022-08-16,0724,T,52,6.1NRT,301.95,6.34,D
-12.51105,39.87048,318.26,1.03,1.01,2022-08-16,0724,T,60,6.1NRT,302.01,6.83,D
-12.42338,39.10277,316.17,1.09,1.04,2022-08-16,0724,T,53,6.1NRT,301.25,6.29,D
-12.4203,38.92189,315.69,1.11,1.05,2022-08-16,0724,T,50,6.1NRT,300.35,7.53,D
-11.4287,32.75147,314.52,3.09,1.67,2022-08-16,0724,T,70,6.1NRT,298.16,34.55,D
-12.44227,38.62325,316.38,1.15,1.07,2022-08-16,0724,T,59,6.1NRT,299.28,7.59,D
-12.44388,38.63375,317.63,1.15,1.07,2022-08-16,0724,T,63,6.1NRT,299.95,9,D
-12.50163,39.01222,325.33,1.1,1.05,2022-08-16,0724,T,75,6.1NRT,301.28,15.18,D
-12.50315,39.02225,322.82,1.1,1.05,2022-08-16,0724,T,71,6.1NRT,300.92,12.61,D
-11.92253,35.15742,310.42,1.98,1.37,2022-08-16,0724,T,61,6.1NRT,296.34,14.12,D
-12.37734,37.80489,319.47,1.27,1.12,2022-08-16,0724,T,70,6.1NRT,296.21,14.69,D
-12.82159,39.48664,315.23,1.05,1.02,2022-08-16,0724,T,46,6.1NRT,300.72,6.05,D
-12.98258,40.13004,317.85,1.01,1.01,2022-08-16,0724,T,60,6.1NRT,299.91,7.8,D
-12.86319,39.15512,315.51,1.08,1.04,2022-08-16,0724,T,55,6.1NRT,299.02,7.9,D
-13.18634,40.32304,318.04,1.01,1,2022-08-16,0724,T,59,6.1NRT,302.94,5.84,D
-13.218,40.41237,315.36,1,1,2022-08-16,0724,T,31,6.1NRT,300.68,4.18,D
-13.19087,39.85717,317.03,1.02,1.01,2022-08-16,0724,T,56,6.1NRT,302.85,5.39,D
-13.23247,39.76779,317.54,1.03,1.01,2022-08-16,0724,T,54,6.1NRT,303.29,5.44,D
-13.3293,40.41766,322.38,1,1,2022-08-16,0724,T,70,6.1NRT,301.66,10.88,D
-13.07728,38.40752,316.68,1.16,1.07,2022-08-16,0724,T,43,6.1NRT,297.47,9.03,D
-12.17609,32.65199,314.04,3.05,1.66,2022-08-16,0724,T,68,6.1NRT,296.49,31.74,D
-12.17505,32.6457,314.82,3.05,1.66,2022-08-16,0724,T,69,6.1NRT,296.69,32.34,D
-13.2279,38.71804,316.28,1.11,1.05,2022-08-16,0724,T,45,6.1NRT,298.72,7.06,D
-13.30101,38.65821,317.85,1.12,1.05,2022-08-16,0724,T,44,6.1NRT,298.17,7.66,D
-13.30262,38.66846,318.13,1.12,1.05,2022-08-16,0724,T,57,6.1NRT,297.46,8.03,D
-13.58059,40.43599,316.79,1,1,2022-08-16,0724,T,49,6.1NRT,302.19,5.01,D
-12.11741,31.19878,312.18,3.95,1.85,2022-08-16,0724,T,64,6.1NRT,293.58,54.48,D
-13.34499,38.43896,319.63,1.14,1.07,2022-08-16,0724,T,62,6.1NRT,302.23,7.53,D
-13.53198,39.61941,320.59,1.03,1.02,2022-08-16,0724,T,61,6.1NRT,302.78,7.87,D
-12.10602,31.19493,314.78,3.95,1.85,2022-08-16,0724,T,69,6.1NRT,294.62,69.1,D
-13.39766,38.49947,315.98,1.13,1.06,2022-08-16,0724,T,57,6.1NRT,297.59,7.81,D
-13.58831,39.74576,319.47,1.02,1.01,2022-08-16,0724,T,65,6.1NRT,303.51,7.62,D
-13.81459,39.05795,316.21,1.07,1.03,2022-08-16,0724,T,25,6.1NRT,299.16,5,D
-13.8036,38.27358,314.39,1.15,1.07,2022-08-16,0726,T,62,6.1NRT,297.74,7.55,D
-12.7819,32.19203,315.54,3.21,1.7,2022-08-16,0726,T,70,6.1NRT,297.85,40.69,D
-12.78725,32.22146,315.84,3.19,1.69,2022-08-16,0726,T,71,6.1NRT,297.8,39.94,D
-14.07229,39.71666,314.22,1.02,1.01,2022-08-16,0726,T,46,6.1NRT,297.36,5.92,D
-13.98548,38.59926,315.94,1.11,1.05,2022-08-16,0726,T,64,6.1NRT,296.34,9.53,D
-14.13954,38.34042,323.19,1.13,1.06,2022-08-16,0726,T,76,6.1NRT,298.18,15.96,D
-14.14906,38.33889,318.26,1.13,1.06,2022-08-16,0726,T,34,6.1NRT,298.67,9.47,D
-13.13112,32.07795,315.55,3.23,1.7,2022-08-16,0726,T,69,6.1NRT,295.84,43.65,D
-13.12739,32.07141,310.9,3.23,1.7,2022-08-16,0726,T,58,6.1NRT,295.75,25.47,D
-14.42252,38.57073,311.27,1.1,1.05,2022-08-16,0726,T,36,6.1NRT,295.19,5.04,D
-13.42371,31.23908,307.75,3.68,1.8,2022-08-16,0726,T,40,6.1NRT,293.94,28.12,D
-14.01127,32.99812,311.45,2.64,1.56,2022-08-16,0726,T,58,6.1NRT,294.24,19.33,D
-15.38563,39.81816,312.69,1.01,1,2022-08-16,0726,T,54,6.1NRT,299.34,5.1,D
-13.64382,29.66009,306.34,4.79,2,2022-08-16,0726,T,35,6.1NRT,291.94,44.86,D
-16.46105,44.79569,326.93,1.59,1.24,2022-08-16,0726,T,77,6.1NRT,302.15,26.45,D
-16.87885,47.86388,311.25,2.74,1.58,2022-08-16,0726,T,29,6.1NRT,298.15,18.89,D
-16.81675,46.62675,317.94,2.19,1.44,2022-08-16,0726,T,56,6.1NRT,302.5,18,D
-15.48096,35.90857,316.29,1.51,1.21,2022-08-16,0726,T,70,6.1NRT,298.39,13.43,D
-15.11231,33.30205,328.95,2.38,1.49,2022-08-16,0726,T,84,6.1NRT,294.56,81.75,D
-15.11624,33.32407,315.82,2.37,1.49,2022-08-16,0726,T,66,6.1NRT,293.3,33.97,D
-17.04096,46.31654,318.59,2.09,1.41,2022-08-16,0726,T,67,6.1NRT,303.7,16.81,D
-17.08239,46.45125,319.18,2.15,1.42,2022-08-16,0726,T,68,6.1NRT,302.68,23.77,D
-17.08135,46.44489,320.77,2.15,1.42,2022-08-16,0726,T,71,6.1NRT,302.6,28.24,D
-17.24608,47.08967,314.53,2.42,1.5,2022-08-16,0726,T,57,6.1NRT,297.9,23.77,D
-16.99887,44.43775,315.12,1.53,1.22,2022-08-16,0726,T,23,6.1NRT,298.7,10.04,D
-17.24187,45.49085,315.28,1.83,1.32,2022-08-16,0726,T,47,6.1NRT,300.62,10.83,D
-17.44304,46.42532,313.78,2.16,1.43,2022-08-16,0726,T,57,6.1NRT,299.78,13.3,D
-17.44173,46.41884,315.68,2.16,1.43,2022-08-16,0726,T,63,6.1NRT,299.98,17.45,D
-17.35856,45.14298,322.33,1.73,1.29,2022-08-16,0726,T,73,6.1NRT,300.15,27.94,D
-17.41555,45.31939,314.9,1.79,1.31,2022-08-16,0726,T,58,6.1NRT,299.86,12.69,D
-17.58921,45.90195,315.44,1.98,1.37,2022-08-16,0726,T,62,6.1NRT,300.39,12.89,D
-17.53162,44.40478,328.38,1.54,1.22,2022-08-16,0726,T,75,6.1NRT,301.48,31.79,D
-17.59355,44.91752,320.39,1.68,1.27,2022-08-16,0726,T,70,6.1NRT,299.17,22.76,D
-17.82112,45.55814,315.36,1.89,1.34,2022-08-16,0726,T,63,6.1NRT,299.58,14.54,D
-17.81355,45.55347,317.74,1.89,1.34,2022-08-16,0726,T,68,6.1NRT,299.84,20.41,D
-17.69471,44.4302,322.28,1.56,1.23,2022-08-16,0726,T,72,6.1NRT,302.02,20.72,D
-17.73042,44.73003,317.17,1.64,1.26,2022-08-16,0726,T,64,6.1NRT,300.48,14.83,D
-17.76312,44.43637,317.32,1.56,1.23,2022-08-16,0726,T,61,6.1NRT,301.7,11.52,D
-17.83534,44.46515,326.57,1.57,1.24,2022-08-16,0726,T,71,6.1NRT,299.93,31.55,D
-17.93347,44.52126,315.99,1.59,1.24,2022-08-16,0726,T,52,6.1NRT,299.83,14.53,D
-17.93782,44.17558,317.56,1.51,1.21,2022-08-16,0726,T,64,6.1NRT,300.97,12.63,D
-18.28926,45.87873,313,2.02,1.39,2022-08-16,0726,T,59,6.1NRT,299.69,13.34,D
-18.29146,45.89782,323.11,2.03,1.39,2022-08-16,0726,T,77,6.1NRT,299.57,40.35,D
-18.29292,45.89126,325.67,2.03,1.39,2022-08-16,0726,T,79,6.1NRT,299.67,45.75,D
-18.14849,44.2232,318.71,1.53,1.22,2022-08-16,0726,T,67,6.1NRT,301.48,14.51,D
-18.33874,45.4175,319.4,1.87,1.34,2022-08-16,0726,T,72,6.1NRT,297.12,32.68,D
-18.34086,45.43534,310.35,1.88,1.34,2022-08-16,0726,T,41,6.1NRT,296.17,12.54,D
-18.49874,46.80767,321.75,2.4,1.49,2022-08-16,0726,T,75,6.1NRT,298.11,47.77,D
-18.34538,45.42862,315.06,1.88,1.34,2022-08-16,0726,T,64,6.1NRT,296.95,21.85,D
-18.49339,46.80184,317.38,2.4,1.49,2022-08-16,0726,T,65,6.1NRT,298.85,33.51,D
-18.49312,46.66977,311.23,2.34,1.48,2022-08-16,0726,T,53,6.1NRT,299.13,16.09,D
-15.8291,29.0283,317.03,4.79,2,2022-08-16,0726,T,63,6.1NRT,293,109.73,D
-18.29087,44.18425,319.2,1.53,1.22,2022-08-16,0726,T,69,6.1NRT,300.73,15.24,D
-18.29191,44.17752,317.01,1.53,1.22,2022-08-16,0726,T,65,6.1NRT,300.79,12.78,D
-15.82637,29.02128,317.28,4.79,2,2022-08-16,0726,T,68,6.1NRT,293.01,113.37,D
-18.44908,45.32633,315,1.85,1.33,2022-08-16,0726,T,63,6.1NRT,300.21,14.12,D
-18.34508,44.1559,312.43,1.52,1.22,2022-08-16,0726,T,42,6.1NRT,297.76,9.39,D
-18.75381,44.70823,317.05,1.68,1.28,2022-08-16,0726,T,67,6.1NRT,298.06,21.91,D
-18.91425,46.12134,314.74,2.15,1.43,2022-08-16,0726,T,65,6.1NRT,299.18,20.43,D
-18.86499,44.9821,320.05,1.77,1.3,2022-08-16,0726,T,73,6.1NRT,297.79,25.61,D
-18.86689,44.9986,364.16,1.78,1.31,2022-08-16,0726,T,100,6.1NRT,299.07,211.85,D
-18.9437,44.57577,313.73,1.66,1.27,2022-08-16,0726,T,59,6.1NRT,295.36,13.06,D
-17.49749,34.20914,318.62,1.83,1.32,2022-08-16,0726,T,70,6.1NRT,292.68,27.65,D
-17.50046,34.22621,321.08,1.82,1.32,2022-08-16,0726,T,73,6.1NRT,293.43,33.29,D
-19.41759,44.93323,314.45,1.79,1.31,2022-08-16,0726,T,48,6.1NRT,301.13,12.98,D
-18.11489,35.18409,308.19,1.52,1.22,2022-08-16,0726,T,47,6.1NRT,291.97,9.94,D
-17.72816,31.25994,307.87,3,1.65,2022-08-16,0726,T,55,6.1NRT,292.86,27.7,D
-17.72725,31.25297,305.42,3,1.65,2022-08-16,0726,T,35,6.1NRT,292.77,21.08,D
-17.96058,30.86352,306.72,3.18,1.69,2022-08-16,0726,T,38,6.1NRT,293.26,20.72,D
-17.97282,30.85522,327.18,3.18,1.69,2022-08-16,0726,T,83,6.1NRT,294.59,118.35,D
-19.24696,34.39062,309.92,1.65,1.26,2022-08-16,0726,T,62,6.1NRT,295.72,10.48,D
-19.24968,34.40609,313.44,1.64,1.26,2022-08-16,0726,T,69,6.1NRT,295.37,16.19,D
-19.46053,34.28855,325.53,1.66,1.27,2022-08-16,0726,T,82,6.1NRT,298.2,37.03,D
-19.46324,34.30417,317.17,1.65,1.26,2022-08-16,0726,T,73,6.1NRT,297.5,19.13,D
-19.46152,34.15791,310.98,1.69,1.28,2022-08-16,0726,T,60,6.1NRT,297.03,9.53,D
-19.46107,34.16853,312.71,1.69,1.28,2022-08-16,0726,T,63,6.1NRT,297.87,11.32,D
-21.08441,33.40987,307.88,1.78,1.31,2022-08-16,0729,T,54,6.1NRT,296.51,10.96,D
-21.40405,32.39354,308.65,2.07,1.4,2022-08-16,0729,T,42,6.1NRT,296.04,12.69,D
-21.52014,32.74704,312.57,1.95,1.36,2022-08-16,0729,T,67,6.1NRT,296.97,18.69,D
-21.52262,32.73969,309.42,1.95,1.36,2022-08-16,0729,T,60,6.1NRT,296.83,12.67,D
-21.52426,32.54333,317.7,2.01,1.38,2022-08-16,0729,T,74,6.1NRT,296.09,31.28,D
-21.52785,32.56269,333.81,2,1.38,2022-08-16,0729,T,87,6.1NRT,298.01,81.58,D
-21.60348,32.54068,308.04,2,1.38,2022-08-16,0729,T,56,6.1NRT,295.85,11.51,D
-21.60702,32.55968,312.6,2,1.38,2022-08-16,0729,T,67,6.1NRT,296.81,20.18,D
-22.0003,32.26931,314.57,2.06,1.4,2022-08-16,0729,T,67,6.1NRT,295.06,25.51,D
-22.00039,32.262,312.36,2.06,1.4,2022-08-16,0729,T,67,6.1NRT,294.33,22.68,D
-22.43661,34.01184,310.13,1.53,1.22,2022-08-16,0729,T,62,6.1NRT,298.39,9.61,D
-22.19301,32.36992,312.62,2,1.38,2022-08-16,0729,T,67,6.1NRT,296.05,23.83,D
-22.81383,33.9255,309.81,1.53,1.22,2022-08-16,0729,T,52,6.1NRT,299.13,9.02,D
-22.8382,33.93575,311.03,1.52,1.22,2022-08-16,0729,T,61,6.1NRT,298.49,10.12,D
-22.6161,32.61023,309.15,1.89,1.34,2022-08-16,0729,T,59,6.1NRT,296.07,13.7,D
-22.8389,33.92873,310.13,1.52,1.22,2022-08-16,0729,T,54,6.1NRT,297.95,8.79,D
-22.60814,31.98294,313.97,2.09,1.41,2022-08-16,0729,T,69,6.1NRT,294.62,24.9,D
-22.61194,32.00293,319.6,2.09,1.41,2022-08-16,0729,T,76,6.1NRT,295.22,39.16,D
-22.74503,32.64542,309.51,1.87,1.34,2022-08-16,0729,T,27,6.1NRT,296.55,10.09,D
-23.17377,34.27695,309.82,1.43,1.18,2022-08-16,0729,T,40,6.1NRT,297.99,6.98,D
-23.17737,34.27026,309.86,1.43,1.18,2022-08-16,0729,T,41,6.1NRT,298.55,7.45,D
-23.1746,34.06684,308.02,1.47,1.2,2022-08-16,0729,T,54,6.1NRT,297.64,6.94,D
-24.16029,32.46535,310.87,1.8,1.32,2022-08-16,0729,T,46,6.1NRT,297.45,11.94,D
-23.97509,29.92204,320.95,2.75,1.59,2022-08-16,0729,T,69,6.1NRT,285.51,80.24,D
-25.34147,32.54903,304.96,1.68,1.28,2022-08-16,0729,T,43,6.1NRT,293.89,7.05,D
-25.34449,32.56559,323.11,1.68,1.27,2022-08-16,0729,T,81,6.1NRT,296.51,38.45,D
-25.91978,32.03984,316.02,1.78,1.31,2022-08-16,0729,T,76,6.1NRT,293.53,26.47,D
-25.92288,32.05667,324.66,1.77,1.3,2022-08-16,0729,T,83,6.1NRT,293.53,45.47,D
-25.92915,32.04968,323.73,1.77,1.3,2022-08-16,0729,T,65,6.1NRT,292.97,41.17,D
-26.11236,31.84513,344.48,1.81,1.32,2022-08-16,0729,T,94,6.1NRT,293.89,118.15,D
-26.11575,31.86308,342,1.81,1.32,2022-08-16,0729,T,93,6.1NRT,295.97,106.88,D
-26.17654,32.12281,306.99,1.73,1.29,2022-08-16,0729,T,61,6.1NRT,292.22,12.05,D
-25.78157,29.79509,313.01,2.56,1.54,2022-08-16,0729,T,73,6.1NRT,290.33,38.09,D
-26.22018,32.05443,311.2,1.75,1.3,2022-08-16,0729,T,70,6.1NRT,293.12,20.21,D
