latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-4.48244,17.87352,304.83,1.04,1.02,2022-08-15,0020,A,62,6.1NRT,291.78,6.77,N
-22.38384,24.93051,310.46,3.62,1.78,2022-08-15,0024,A,80,6.1NRT,277.04,88.02,N
-5.23871,21.34192,300.78,1.16,1.07,2022-08-15,0020,A,33,6.1NRT,290.73,5.03,N
-5.72723,20.70114,307.94,1.1,1.04,2022-08-15,0022,A,73,6.1NRT,290.8,10.08,N
-7.02008,20.22645,336.99,1.08,1.04,2022-08-15,0022,A,100,6.1NRT,292.08,43.82,N
-7.02148,20.23615,320.59,1.08,1.04,2022-08-15,0022,A,100,6.1NRT,291.3,21.21,N
-8.01551,17.84918,300.58,1.01,1,2022-08-15,0022,A,30,6.1NRT,287.58,5.67,N
-8.09834,16.25813,319.83,1.12,1.05,2022-08-15,0022,A,99,6.1NRT,288.4,22.32,N
-8.09987,16.26817,333.09,1.12,1.05,2022-08-15,0022,A,100,6.1NRT,289.62,40.45,N
-8.1093,16.26673,306.94,1.12,1.05,2022-08-15,0022,A,70,6.1NRT,288.14,10.85,N
-9.04055,19.76628,301.24,1.07,1.03,2022-08-15,0022,A,39,6.1NRT,286.67,7,N
-8.66294,16.6456,307.49,1.07,1.03,2022-08-15,0022,A,72,6.1NRT,289.68,10.03,N
-9.11806,19.66076,303.54,1.07,1.03,2022-08-15,0022,A,56,6.1NRT,288.01,8.15,N
-9.12319,19.63061,332.38,1.06,1.03,2022-08-15,0022,A,100,6.1NRT,289.12,37.18,N
-9.12456,19.64021,319.91,1.07,1.03,2022-08-15,0022,A,99,6.1NRT,288.85,20.93,N
-9.45708,21.07545,301.61,1.26,1.11,2022-08-15,0022,A,43,6.1NRT,289.32,7.89,N
-9.4587,21.08704,305.78,1.26,1.11,2022-08-15,0022,A,66,6.1NRT,289.59,11.38,N
-9.46869,21.08565,328.84,1.26,1.11,2022-08-15,0022,A,100,6.1NRT,289.75,39.89,N
-9.83081,19.88479,306.52,1.1,1.05,2022-08-15,0022,A,68,6.1NRT,284.86,11.63,N
-22.39999,24.92905,307.42,3.62,1.78,2022-08-15,0024,A,71,6.1NRT,276.43,79.51,N
-10.62072,19.17351,311.05,1.05,1.02,2022-08-15,0022,A,82,6.1NRT,288.91,12.96,N
-22.391,24.92221,318.11,3.62,1.78,2022-08-15,0024,A,96,6.1NRT,277.1,130.7,N
-10.6299,19.17219,306.57,1.05,1.02,2022-08-15,0022,A,68,6.1NRT,288.57,10.15,N
-10.81714,19.5049,303.9,1.09,1.04,2022-08-15,0022,A,57,6.1NRT,283.28,10.11,N
-22.7814,23.551,326.5,2.9,1.62,2022-08-15,0024,A,77,6.1NRT,281.03,127.83,N
-10.98031,19.76463,309.28,1.12,1.05,2022-08-15,0022,A,77,6.1NRT,280.42,14.92,N
-22.79609,23.54948,345.71,2.9,1.62,2022-08-15,0024,A,100,6.1NRT,282.97,262.82,N
-10.20478,14.26385,301.24,1.36,1.15,2022-08-15,0022,A,39,6.1NRT,289.48,8.18,N
-14.47227,15.69964,303.62,1.04,1.02,2022-08-15,0024,A,56,6.1NRT,286.31,8.1,N
-22.81079,23.54797,343.17,2.9,1.62,2022-08-15,0024,A,100,6.1NRT,282.13,240.57,N
-22.82549,23.54646,328.17,2.9,1.62,2022-08-15,0024,A,37,6.1NRT,279.88,132.49,N
-15.04377,19.65814,307.68,1.22,1.1,2022-08-15,0024,A,72,6.1NRT,282.94,13.9,N
-22.78136,23.54346,324.09,2.9,1.62,2022-08-15,0024,A,100,6.1NRT,281.15,120.9,N
-16.18819,19.38272,307.59,1.21,1.09,2022-08-15,0024,A,72,6.1NRT,281.12,15.22,N
-22.79605,23.5419,341.34,2.9,1.62,2022-08-15,0024,A,100,6.1NRT,281.79,232.23,N
-16.18743,19.30293,300.74,1.2,1.09,2022-08-15,0024,A,33,6.1NRT,285.25,9.5,N
-22.79858,23.5703,323.54,2.91,1.63,2022-08-15,0024,A,100,6.1NRT,280.14,116.92,N
-16.20937,19.3912,314.54,1.21,1.09,2022-08-15,0024,A,89,6.1NRT,282.76,20.82,N
-22.81074,23.54036,341.08,2.9,1.62,2022-08-15,0024,A,100,6.1NRT,281,229.81,N
-17.54268,25.47078,308.65,3.45,1.75,2022-08-15,0024,A,75,6.1NRT,288.14,61.58,N
-22.8133,23.56875,323.3,2.91,1.63,2022-08-15,0024,A,100,6.1NRT,279.94,115.61,N
-22.82543,23.53882,322.98,2.9,1.62,2022-08-15,0024,A,100,6.1NRT,278.91,111.65,N
-17.55846,25.46913,300.09,3.45,1.75,2022-08-15,0024,A,12,6.1NRT,287.56,28.05,N
-22.82802,23.56721,312.38,2.91,1.63,2022-08-15,0024,A,59,6.1NRT,278.53,66.43,N
-17.55169,25.46246,310.72,3.45,1.75,2022-08-15,0024,A,81,6.1NRT,288.39,65.9,N
-17.48253,23.77957,301.49,2.56,1.54,2022-08-15,0024,A,42,6.1NRT,287.83,22.93,N
-22.84012,23.53728,317.36,2.9,1.62,2022-08-15,0024,A,91,6.1NRT,277.94,87.13,N
-22.84275,23.56566,305.9,2.91,1.63,2022-08-15,0024,A,25,6.1NRT,277.22,46.46,N
-17.48882,23.77368,302.3,2.56,1.54,2022-08-15,0024,A,48,6.1NRT,287.48,25.51,N
-22.85481,23.53574,310.71,2.9,1.62,2022-08-15,0024,A,22,6.1NRT,276.89,60.64,N
-17.52455,20.67997,300.22,1.51,1.21,2022-08-15,0024,A,22,6.1NRT,282.7,12.6,N
-24.29887,23.23061,303.04,2.87,1.62,2022-08-15,0024,A,53,6.1NRT,273.49,47.29,N
-18.54104,19.78265,305.66,1.36,1.16,2022-08-15,0024,A,65,6.1NRT,283,15.75,N
-24.30042,23.2256,305.02,2.87,1.62,2022-08-15,0024,A,63,6.1NRT,273.28,51.3,N
-15.09214,47.36021,324.85,1.39,1.17,2022-08-15,0644,T,78,6.1NRT,301.95,23.34,D
-15.1026,47.35845,333.89,1.39,1.17,2022-08-15,0644,T,86,6.1NRT,301.9,40.49,D
-15.12365,47.28852,314.79,1.4,1.17,2022-08-15,0644,T,53,6.1NRT,300.88,7.71,D
-15.11975,47.29589,315.71,1.4,1.17,2022-08-15,0644,T,51,6.1NRT,301.23,8.43,D
-15.63245,47.34742,316.02,1.36,1.16,2022-08-15,0644,T,65,6.1NRT,302.03,8.96,D
-15.97389,46.55728,314.1,1.52,1.22,2022-08-15,0644,T,47,6.1NRT,301,8.87,D
-15.99441,46.1286,320.82,1.62,1.25,2022-08-15,0644,T,72,6.1NRT,299.79,23.54,D
-16.30067,47.86629,312.32,1.24,1.11,2022-08-15,0644,T,37,6.1NRT,299.63,5.92,D
-16.43063,44.76411,316.07,2,1.38,2022-08-15,0644,T,61,6.1NRT,300.25,17.06,D
-16.43249,44.75774,315.58,2,1.38,2022-08-15,0644,T,56,6.1NRT,300.42,14.97,D
-16.98031,46.09578,315.85,1.57,1.23,2022-08-15,0644,T,61,6.1NRT,301.86,10.36,D
-17.07357,44.75194,315.54,1.95,1.36,2022-08-15,0644,T,58,6.1NRT,300.95,14.83,D
-17.07612,44.74443,316.58,1.95,1.36,2022-08-15,0644,T,62,6.1NRT,300.86,15.84,D
-17.75088,46.41654,314.45,1.45,1.19,2022-08-15,0644,T,59,6.1NRT,300.79,9.92,D
-17.53927,44.47145,317.31,2,1.38,2022-08-15,0644,T,57,6.1NRT,299.5,21.39,D
-17.60362,44.76373,313.64,1.9,1.35,2022-08-15,0644,T,52,6.1NRT,296.96,15.03,D
-17.60662,44.7808,311.51,1.9,1.35,2022-08-15,0644,T,36,6.1NRT,298.08,10.72,D
-17.72519,44.93147,323.47,1.84,1.33,2022-08-15,0644,T,76,6.1NRT,299.16,35.79,D
-18.47497,44.47403,317,1.92,1.35,2022-08-15,0644,T,67,6.1NRT,299.67,19.87,D
-18.69648,45.47637,319.23,1.62,1.25,2022-08-15,0644,T,72,6.1NRT,299.22,19.77,D
-18.69509,45.47031,316.74,1.62,1.25,2022-08-15,0644,T,68,6.1NRT,300.01,16.24,D
-18.92111,45.50927,317.19,1.59,1.24,2022-08-15,0644,T,68,6.1NRT,300.74,16.4,D
-19.05298,45.73851,320.91,1.53,1.22,2022-08-15,0644,T,74,6.1NRT,299.27,23.96,D
-18.9853,44.47068,319.68,1.88,1.34,2022-08-15,0644,T,71,6.1NRT,299.11,30.23,D
-18.98951,44.464,311.47,1.88,1.34,2022-08-15,0644,T,43,6.1NRT,297.53,14.27,D
-18.99271,44.48172,313.75,1.87,1.34,2022-08-15,0644,T,58,6.1NRT,297.82,19.09,D
-19.40846,44.46476,319.37,1.85,1.33,2022-08-15,0644,T,0,6.1NRT,299.13,27.54,D
-20.36761,45.80451,324.82,1.44,1.19,2022-08-15,0644,T,78,6.1NRT,300.09,25.4,D
-20.99719,45.83399,315.43,1.4,1.17,2022-08-15,0644,T,66,6.1NRT,301.82,9.95,D
-22.89093,45.24919,312.88,1.41,1.18,2022-08-15,0644,T,61,6.1NRT,298.42,10.04,D
-23.87202,46.27277,309.42,1.2,1.09,2022-08-15,0644,T,29,6.1NRT,297.74,5.67,D
-24.05763,47.30572,305.95,1.08,1.04,2022-08-15,0644,T,38,6.1NRT,295.84,3.83,D
-8.16348,29.85115,322.44,1.1,1.04,2022-08-15,0820,T,53,6.1NRT,303.63,13.42,D
-8.16483,29.86082,315.55,1.1,1.04,2022-08-15,0820,T,37,6.1NRT,303.32,6.13,D
-8.40098,31.43614,328.22,1.34,1.15,2022-08-15,0820,T,78,6.1NRT,305.96,24.19,D
-8.4026,31.44818,331.33,1.35,1.15,2022-08-15,0820,T,81,6.1NRT,306.07,30.08,D
-8.46524,31.75416,320.8,1.41,1.18,2022-08-15,0820,T,66,6.1NRT,306.6,10.96,D
-8.03639,28.56851,323.11,1.01,1,2022-08-15,0820,T,73,6.1NRT,304.71,10.7,D
-8.26368,30.15394,347.68,1.13,1.06,2022-08-15,0820,T,93,6.1NRT,303.33,59.08,D
-8.14585,29.13273,351.71,1.04,1.02,2022-08-15,0820,T,96,6.1NRT,303.33,58.94,D
-8.24076,29.79097,319.48,1.09,1.04,2022-08-15,0820,T,55,6.1NRT,305.78,9.4,D
-8.09907,28.7479,316.73,1.02,1.01,2022-08-15,0820,T,56,6.1NRT,302.75,4.97,D
-7.40812,24.05438,310.24,1.47,1.2,2022-08-15,0820,T,54,6.1NRT,293.55,8.66,D
-8.54596,31.59595,322.24,1.38,1.16,2022-08-15,0820,T,69,6.1NRT,306.5,15.3,D
-8.04014,27.96363,321.39,1,1,2022-08-15,0820,T,71,6.1NRT,302.36,9.62,D
-8.04146,27.97262,319.9,1,1,2022-08-15,0820,T,68,6.1NRT,302.31,8.36,D
-8.30272,29.20301,316.95,1.04,1.02,2022-08-15,0820,T,45,6.1NRT,302.5,6.39,D
-8.30405,29.2123,322.85,1.04,1.02,2022-08-15,0820,T,70,6.1NRT,301.95,13.08,D
-8.34591,29.5053,322.69,1.07,1.03,2022-08-15,0820,T,68,6.1NRT,302.48,11.84,D
-7.85021,26.06383,316.56,1.11,1.05,2022-08-15,0820,T,64,6.1NRT,298.49,7.97,D
-8.42731,29.49786,323.94,1.07,1.03,2022-08-15,0820,T,72,6.1NRT,307.73,11.87,D
-9.16544,34.29897,318.01,2.25,1.45,2022-08-15,0820,T,66,6.1NRT,295.31,31.79,D
-9.16801,34.31918,332.79,2.26,1.46,2022-08-15,0820,T,85,6.1NRT,297.82,87.47,D
-7.69931,23.70859,311.9,1.54,1.22,2022-08-15,0820,T,61,6.1NRT,293.97,11.35,D
-9.00848,32.7426,319.32,1.69,1.28,2022-08-15,0820,T,62,6.1NRT,305.33,16.58,D
-8.68666,30.03303,317.18,1.13,1.06,2022-08-15,0820,T,43,6.1NRT,305.68,6.67,D
-8.43555,28.21238,322.56,1,1,2022-08-15,0820,T,73,6.1NRT,303.27,10.91,D
-8.27456,26.93021,319.98,1.03,1.01,2022-08-15,0820,T,68,6.1NRT,301.12,9.41,D
-8.27593,26.93951,316.17,1.03,1.01,2022-08-15,0820,T,59,6.1NRT,300.82,6.09,D
-8.71443,29.84901,326.22,1.11,1.05,2022-08-15,0820,T,58,6.1NRT,303.2,17.54,D
-8.64985,29.25406,317.03,1.05,1.02,2022-08-15,0820,T,58,6.1NRT,304.07,5.8,D
-8.35365,27.09179,313.19,1.02,1.01,2022-08-15,0820,T,36,6.1NRT,300.82,5.17,D
-9.12362,32.22912,317.54,1.56,1.23,2022-08-15,0820,T,66,6.1NRT,302.46,11.71,D
-9.17399,32.51443,324.97,1.64,1.26,2022-08-15,0820,T,62,6.1NRT,305.65,21.6,D
-9.17472,32.52294,321.52,1.64,1.26,2022-08-15,0820,T,71,6.1NRT,306.46,16,D
-8.53992,27.85416,314.67,1,1,2022-08-15,0820,T,49,6.1NRT,302.1,5.19,D
-9.21253,32.54823,320.67,1.65,1.26,2022-08-15,0820,T,73,6.1NRT,304.68,16.81,D
-8.2562,25.70297,313.28,1.14,1.06,2022-08-15,0820,T,28,6.1NRT,298.42,5.87,D
-8.77682,29.17202,318.96,1.05,1.02,2022-08-15,0820,T,64,6.1NRT,301.22,8.51,D
-8.81365,29.42907,324.86,1.07,1.03,2022-08-15,0820,T,75,6.1NRT,303.77,15.5,D
-8.81503,29.4387,324.99,1.07,1.03,2022-08-15,0820,T,75,6.1NRT,305.56,15.21,D
-9.27172,32.6558,319.95,1.68,1.28,2022-08-15,0820,T,52,6.1NRT,305.14,13.19,D
-8.94275,30.03135,341.73,1.13,1.06,2022-08-15,0820,T,90,6.1NRT,308.44,39.58,D
-8.94417,30.04156,326.58,1.14,1.06,2022-08-15,0820,T,77,6.1NRT,309.85,13.85,D
-8.26214,25.26634,322.53,1.2,1.09,2022-08-15,0820,T,64,6.1NRT,298.81,15.62,D
-8.26381,25.27718,335.74,1.2,1.09,2022-08-15,0820,T,87,6.1NRT,297.06,37.53,D
-8.27686,25.29729,324.41,1.2,1.09,2022-08-15,0820,T,74,6.1NRT,295.45,19.36,D
-9.19834,31.59452,323.11,1.41,1.18,2022-08-15,0820,T,67,6.1NRT,305.23,14.64,D
-8.97054,29.74999,322.98,1.1,1.05,2022-08-15,0820,T,70,6.1NRT,307.93,10.47,D
-8.64663,27.32875,319.72,1.01,1,2022-08-15,0820,T,66,6.1NRT,305.08,7.4,D
-9.31767,32.12881,316.5,1.54,1.22,2022-08-15,0820,T,47,6.1NRT,304.4,10.29,D
-9.06675,30.1228,342.21,1.15,1.07,2022-08-15,0820,T,90,6.1NRT,306.6,46.65,D
-9.06819,30.13315,328.62,1.15,1.07,2022-08-15,0820,T,79,6.1NRT,307.92,21.36,D
-9.07631,30.12142,327.43,1.15,1.07,2022-08-15,0820,T,78,6.1NRT,305.09,20.75,D
-9.07775,30.13167,328.28,1.15,1.07,2022-08-15,0820,T,79,6.1NRT,307.87,21.7,D
-9.14995,30.5781,316.02,1.22,1.1,2022-08-15,0820,T,27,6.1NRT,302.49,6.25,D
-8.95645,29.07677,333.22,1.04,1.02,2022-08-15,0820,T,83,6.1NRT,303.72,25.01,D
-8.9578,29.08611,318.1,1.04,1.02,2022-08-15,0820,T,55,6.1NRT,303.9,7,D
-8.8338,28.16706,318.04,1,1,2022-08-15,0820,T,60,6.1NRT,305.64,5.98,D
-8.86075,28.28642,321.27,1.01,1,2022-08-15,0820,T,68,6.1NRT,304.93,8.41,D
-8.97914,29.04847,317.39,1.04,1.02,2022-08-15,0820,T,53,6.1NRT,305.29,5.41,D
-8.7115,26.95887,338.22,1.02,1.01,2022-08-15,0820,T,88,6.1NRT,303.92,33.27,D
-8.71287,26.96811,320.01,1.02,1.01,2022-08-15,0820,T,67,6.1NRT,304.94,9.5,D
-9.02485,29.04204,317.86,1.04,1.02,2022-08-15,0820,T,56,6.1NRT,304.85,6.03,D
-9.02619,29.05142,317.91,1.04,1.02,2022-08-15,0820,T,58,6.1NRT,305.24,6.27,D
-9.04854,29.07708,328.21,1.04,1.02,2022-08-15,0820,T,79,6.1NRT,305.24,19.1,D
-9.33831,31.12543,325.18,1.32,1.14,2022-08-15,0820,T,75,6.1NRT,304.58,23.66,D
-9.33999,31.13748,320.04,1.32,1.14,2022-08-15,0820,T,67,6.1NRT,303.74,15.37,D
-8.80176,27.25666,325.17,1.01,1,2022-08-15,0820,T,76,6.1NRT,307.39,13.16,D
-9.0826,28.9987,331.69,1.04,1.02,2022-08-15,0820,T,83,6.1NRT,305.61,22.76,D
-9.08393,29.00806,324.85,1.04,1.02,2022-08-15,0820,T,75,6.1NRT,303.91,13.74,D
-9.61869,32.50306,323.33,1.66,1.27,2022-08-15,0820,T,73,6.1NRT,308.37,18.48,D
-9.29055,30.03032,322.38,1.14,1.07,2022-08-15,0820,T,73,6.1NRT,308.83,13.89,D
-9.61713,32.49754,322.07,1.66,1.27,2022-08-15,0820,T,62,6.1NRT,308.3,14.29,D
-9.14952,28.88781,319.45,1.03,1.02,2022-08-15,0820,T,67,6.1NRT,305.85,6.78,D
-9.55816,31.86861,313.7,1.49,1.21,2022-08-15,0820,T,34,6.1NRT,302.19,10.13,D
-9.47396,31.15665,318.08,1.33,1.14,2022-08-15,0820,T,64,6.1NRT,304.43,12.76,D
-9.47556,31.16851,316.38,1.33,1.14,2022-08-15,0820,T,53,6.1NRT,302.74,10.29,D
-8.70963,25.6563,312.88,1.13,1.06,2022-08-15,0820,T,36,6.1NRT,298.74,5.2,D
-8.97272,27.35513,328.49,1.01,1,2022-08-15,0820,T,80,6.1NRT,306.9,15.23,D
-8.69117,25.40457,371.45,1.17,1.08,2022-08-15,0820,T,100,6.1NRT,299.57,142.8,D
-8.69275,25.41506,340.37,1.17,1.08,2022-08-15,0820,T,90,6.1NRT,298.42,46.29,D
-9.1112,28.2382,317.21,1.01,1,2022-08-15,0820,T,60,6.1NRT,304.03,5.44,D
-8.71962,25.52838,318.25,1.15,1.07,2022-08-15,0820,T,49,6.1NRT,299.34,9.28,D
-8.72118,25.53878,320.58,1.15,1.07,2022-08-15,0820,T,63,6.1NRT,298.79,11.86,D
-8.72408,25.53167,320.54,1.15,1.07,2022-08-15,0820,T,72,6.1NRT,299.53,13.26,D
-9.63445,31.92157,316.48,1.51,1.21,2022-08-15,0820,T,63,6.1NRT,304.19,12.28,D
-9.44371,30.33505,324.37,1.19,1.09,2022-08-15,0820,T,76,6.1NRT,304.25,18.57,D
-9.44518,30.34575,314.18,1.19,1.09,2022-08-15,0820,T,54,6.1NRT,303.41,6.12,D
-9.37296,29.75344,314.13,1.11,1.05,2022-08-15,0820,T,54,6.1NRT,302.09,6.56,D
-9.43094,30.09994,321.36,1.16,1.07,2022-08-15,0820,T,68,6.1NRT,306.35,12.43,D
-9.44054,30.0986,341.66,1.16,1.07,2022-08-15,0820,T,90,6.1NRT,307.26,46.01,D
-9.04083,27.25519,316.43,1.01,1,2022-08-15,0820,T,60,6.1NRT,302.39,7.11,D
-9.09805,27.64397,321.61,1,1,2022-08-15,0820,T,70,6.1NRT,301.8,12.13,D
-8.84046,25.78503,320.32,1.12,1.05,2022-08-15,0820,T,71,6.1NRT,299.43,11.88,D
-8.84195,25.79499,338.92,1.12,1.05,2022-08-15,0820,T,89,6.1NRT,298.77,39.6,D
-9.21753,28.33694,315.06,1.01,1,2022-08-15,0820,T,46,6.1NRT,296.53,8.92,D
-9.42295,29.3201,313.7,1.07,1.03,2022-08-15,0820,T,49,6.1NRT,298.75,6.52,D
-9.42431,29.32973,315.98,1.07,1.03,2022-08-15,0820,T,62,6.1NRT,300.71,8.71,D
-9.34426,28.19502,335.38,1.01,1,2022-08-15,0820,T,86,6.1NRT,303.26,28.06,D
-9.78696,31.2824,328.44,1.37,1.16,2022-08-15,0820,T,81,6.1NRT,302.62,32.26,D
-9.78865,31.29484,323.44,1.37,1.16,2022-08-15,0820,T,76,6.1NRT,303.62,23.12,D
-9.68229,30.4447,321.78,1.21,1.1,2022-08-15,0820,T,74,6.1NRT,300.57,18,D
-9.28333,27.27507,316.8,1.01,1,2022-08-15,0820,T,63,6.1NRT,303.33,6.67,D
-8.67727,23.06123,313.14,1.65,1.26,2022-08-15,0820,T,62,6.1NRT,296.02,15.58,D
-8.67961,23.0761,312.81,1.65,1.26,2022-08-15,0820,T,61,6.1NRT,295.9,13.65,D
-9.47269,28.3191,320.13,1.01,1,2022-08-15,0820,T,51,6.1NRT,304.38,9.69,D
-9.20822,26.09763,313.71,1.08,1.04,2022-08-15,0820,T,54,6.1NRT,299.95,5.78,D
-9.63963,29.03604,319.4,1.05,1.02,2022-08-15,0820,T,69,6.1NRT,301.99,9.99,D
-9.50122,27.88273,322.8,1,1,2022-08-15,0820,T,74,6.1NRT,303.16,14.27,D
-9.78001,29.24476,322.09,1.07,1.03,2022-08-15,0820,T,75,6.1NRT,305.52,12.19,D
-9.59555,27.83536,313.09,1,1,2022-08-15,0820,T,41,6.1NRT,302.02,4.9,D
-9.83045,29.46672,316.77,1.09,1.04,2022-08-15,0820,T,44,6.1NRT,300.75,8.38,D
-9.79675,29.1637,314.73,1.06,1.03,2022-08-15,0820,T,53,6.1NRT,301.75,6.92,D
-9.43109,26.5942,327.45,1.03,1.02,2022-08-15,0820,T,80,6.1NRT,301.73,18.9,D
-9.43972,26.59597,335.94,1.03,1.02,2022-08-15,0820,T,87,6.1NRT,300.09,30.12,D
-9.83239,29.30035,314.11,1.08,1.04,2022-08-15,0820,T,60,6.1NRT,302.21,9.13,D
-9.44742,26.58533,322.76,1.03,1.02,2022-08-15,0820,T,74,6.1NRT,297.78,13.79,D
-9.44882,26.59467,327.01,1.03,1.02,2022-08-15,0820,T,79,6.1NRT,299.37,18.31,D
-9.82537,29.18263,315.48,1.07,1.03,2022-08-15,0820,T,34,6.1NRT,301.24,7.23,D
-9.83461,29.18129,333.13,1.07,1.03,2022-08-15,0820,T,85,6.1NRT,301.63,29.11,D
-9.83596,29.19091,321.34,1.07,1.03,2022-08-15,0820,T,67,6.1NRT,302.6,13.25,D
-9.50894,26.62381,317.54,1.03,1.01,2022-08-15,0820,T,55,6.1NRT,300.72,6.88,D
-8.99798,23.20094,309.07,1.6,1.24,2022-08-15,0820,T,31,6.1NRT,295.79,8.17,D
-8.9978,23.19487,310.7,1.6,1.24,2022-08-15,0820,T,39,6.1NRT,295.5,9.71,D
-9.6651,27.49035,318.03,1,1,2022-08-15,0820,T,66,6.1NRT,303.23,8.76,D
-9.12195,23.89564,315.75,1.42,1.18,2022-08-15,0820,T,66,6.1NRT,296.92,12.78,D
-9.68302,27.48774,314.27,1,1,2022-08-15,0820,T,26,6.1NRT,302.7,5.72,D
-9.77168,27.84348,324.78,1,1,2022-08-15,0820,T,77,6.1NRT,301.32,14.71,D
-9.77299,27.85251,314.87,1,1,2022-08-15,0820,T,52,6.1NRT,301.9,5.65,D
-9.96293,29.03981,322.36,1.06,1.03,2022-08-15,0820,T,72,6.1NRT,302.5,14.43,D
-9.83069,27.99482,313.13,1,1,2022-08-15,0820,T,35,6.1NRT,300.19,5.96,D
-9.83201,28.00394,320.24,1,1,2022-08-15,0820,T,72,6.1NRT,301.76,11.96,D
-9.77213,27.46825,333.3,1,1,2022-08-15,0820,T,85,6.1NRT,301.67,26.49,D
-9.77346,27.47729,315.68,1,1,2022-08-15,0820,T,47,6.1NRT,303.02,6.5,D
-9.78109,27.46694,319.42,1,1,2022-08-15,0820,T,70,6.1NRT,301.47,11.36,D
-9.22403,23.7541,312.39,1.45,1.19,2022-08-15,0820,T,58,6.1NRT,297.8,11.11,D
-10.1301,29.77433,337.99,1.13,1.06,2022-08-15,0820,T,89,6.1NRT,303.73,39.7,D
-10.13817,29.76272,316.76,1.13,1.06,2022-08-15,0820,T,68,6.1NRT,302.02,9.14,D
-10.1396,29.77295,315.22,1.13,1.06,2022-08-15,0820,T,64,6.1NRT,302.94,7.76,D
-9.66913,26.46297,317.43,1.04,1.02,2022-08-15,0820,T,62,6.1NRT,303.6,6.9,D
-10.12204,29.40075,319.91,1.09,1.04,2022-08-15,0820,T,59,6.1NRT,303.23,11.31,D
-10.12341,29.41063,320.1,1.09,1.04,2022-08-15,0820,T,64,6.1NRT,306.49,11.25,D
-9.91877,27.65294,323.84,1,1,2022-08-15,0820,T,76,6.1NRT,301.45,14.6,D
-10.33272,30.57528,310.24,1.26,1.11,2022-08-15,0820,T,45,6.1NRT,299.49,7.82,D
-9.97475,27.65683,318.37,1,1,2022-08-15,0820,T,67,6.1NRT,301.78,9.54,D
-9.98577,27.54454,320.56,1,1,2022-08-15,0820,T,71,6.1NRT,301.26,12.08,D
-9.96757,26.79795,320.06,1.02,1.01,2022-08-15,0820,T,70,6.1NRT,303.24,9.69,D
-10.06106,26.68343,319.42,1.02,1.01,2022-08-15,0820,T,69,6.1NRT,303.99,8.86,D
-10.13073,27.02919,333.04,1.01,1,2022-08-15,0820,T,84,6.1NRT,302.31,23.46,D
-10.13973,27.02786,320.06,1.01,1,2022-08-15,0820,T,70,6.1NRT,303.33,8.24,D
-10.32418,28.16253,322.01,1.01,1.01,2022-08-15,0820,T,73,6.1NRT,302.39,11.82,D
-10.45344,28.80753,313.94,1.05,1.02,2022-08-15,0820,T,59,6.1NRT,301.86,6.49,D
-10.20969,27.00211,337.88,1.01,1,2022-08-15,0820,T,88,6.1NRT,303.97,30.86,D
-10.21104,27.01122,327.29,1.01,1,2022-08-15,0820,T,79,6.1NRT,304.8,16.15,D
-10.45503,28.55843,314.9,1.03,1.01,2022-08-15,0820,T,55,6.1NRT,303.63,5.08,D
-10.67643,29.81018,312.57,1.15,1.07,2022-08-15,0820,T,35,6.1NRT,301.98,6.86,D
-9.13024,19.62897,313.01,2.99,1.64,2022-08-15,0820,T,41,6.1NRT,300.08,22.53,D
-10.0381,25.24366,311.02,1.15,1.07,2022-08-15,0820,T,52,6.1NRT,295.13,8.48,D
-9.81445,23.64987,310.31,1.44,1.19,2022-08-15,0820,T,46,6.1NRT,298.05,6.38,D
-10.6368,29.00326,321.38,1.07,1.03,2022-08-15,0820,T,74,6.1NRT,302.96,11.99,D
-10.63816,29.01291,319.57,1.07,1.03,2022-08-15,0820,T,71,6.1NRT,303.08,10.51,D
-11.7872,37.94821,313.8,4.71,1.99,2022-08-15,0820,T,48,6.1NRT,289.64,65.12,D
-10.40866,27.16481,319.91,1,1,2022-08-15,0820,T,69,6.1NRT,302.18,8.09,D
-10.87354,30.43039,321.92,1.25,1.11,2022-08-15,0820,T,70,6.1NRT,302.46,16.79,D
-11.78566,37.94125,314.98,4.71,1.99,2022-08-15,0820,T,55,6.1NRT,289.64,69.17,D
-10.30392,25.71964,313.76,1.09,1.04,2022-08-15,0820,T,56,6.1NRT,299.78,6.03,D
-10.29087,25.56922,319.72,1.1,1.05,2022-08-15,0820,T,61,6.1NRT,295.99,13.46,D
-10.42889,26.31224,342,1.04,1.02,2022-08-15,0820,T,91,6.1NRT,303.09,42.94,D
-10.4303,26.32164,313.39,1.04,1.02,2022-08-15,0820,T,51,6.1NRT,301.02,5.76,D
-10.76579,28.29002,314.7,1.02,1.01,2022-08-15,0820,T,44,6.1NRT,301.04,5.44,D
-10.59839,26.82934,320.11,1.01,1.01,2022-08-15,0820,T,70,6.1NRT,301.42,11.53,D
-10.32684,24.98106,318.08,1.18,1.08,2022-08-15,0820,T,69,6.1NRT,298.21,12.51,D
-9.51473,19.91154,348,2.79,1.6,2022-08-15,0820,T,94,6.1NRT,301.06,228.52,D
-9.51893,19.93632,326.12,2.78,1.59,2022-08-15,0820,T,79,6.1NRT,297.97,74.08,D
-9.52901,19.90914,379.38,2.79,1.6,2022-08-15,0820,T,100,6.1NRT,303.58,640.92,D
-9.5332,19.93403,328.43,2.78,1.59,2022-08-15,0820,T,81,6.1NRT,297.95,87.07,D
